Date,NAV_Soybean_Futures_6M,Log_Return_Soybean_Futures_6M,Contract_Price,Days_to_Expiry,Roll_Date
2005-01-03,100.0,,5.411931529278195,193,False
2005-01-04,98.03384378448638,-0.01985742219563178,5.30552450113595,192,False
2005-01-05,98.4019140070317,0.00374749136754682,5.325444209559764,191,False
2005-01-06,99.42343093935631,0.01032755446002624,5.380728006497154,190,False
2005-01-07,101.23831248829462,0.018089457489430985,5.478948153263199,189,False
2005-01-08,101.23276532926631,-5.479458191755556e-05,5.4786479448147665,188,False
2005-01-10,102.38835787079918,0.011350540946383304,5.541187821919971,186,False
2005-01-11,101.40278519755289,-0.009672455262581524,5.487849303672605,185,False
2005-01-12,99.62406073751251,-0.017696849125211637,5.391585953800696,184,False
2005-01-13,100.13185948270234,0.005084203146274886,5.419067674196905,183,False
2005-01-14,96.95368266033218,-0.03225454611475862,5.247066920690842,182,False
2005-01-15,96.94837026923905,-5.479458328775687e-05,5.246779417722315,181,False
2005-01-17,96.93774636028371,-0.00010958916657526925,5.246204459043919,179,False
2005-01-18,95.8129072115915,-0.011671575656422946,5.185328934502181,178,False
2005-01-19,96.60061256516802,0.008187675741327494,5.227959008890201,177,False
2005-01-20,97.62144076008757,0.010512066759182745,5.283205531830813,176,False
2005-01-21,96.40346952705534,-0.012554957298477824,5.217289762652803,175,False
2005-01-22,96.39818728391482,-5.479458246581373e-05,5.217003891270829,174,False
2005-01-24,96.99383513550596,0.006160023848663622,5.249239945154558,172,False
2005-01-25,98.10761887217754,0.011417606720319076,5.30951715836746,171,False
2005-01-26,97.54272477389242,-0.005774543069773298,5.278945476555336,170,False
2005-01-27,96.185284520639,-0.014014106420137328,5.205481739498401,169,False
2005-01-28,95.85366424783686,-0.003453680667976827,5.187534677397144,168,False
2005-01-29,95.84841212964399,-5.47945884931007e-05,5.187250436356709,167,False
2005-01-31,95.97775007181066,0.0013484913661584864,5.194250117228146,165,False
2005-02-01,94.52754345503402,-0.01522513735507152,5.115765928095132,164,False
2005-02-02,94.19610332778431,-0.0035124423849871656,5.097828615347825,163,False
2005-02-03,93.58506272641146,-0.006508030287617904,5.064759516385437,162,False
2005-02-04,93.11389938765896,-0.005047316103668698,5.03926047910109,161,False
2005-02-05,93.10879738956471,-5.479458931504384e-05,5.0389843624576045,160,False
2005-02-07,93.42476547904259,0.00338779131025285,5.056084339114515,158,False
2005-02-08,93.83898649845538,0.0044239388627695326,5.078501697065014,157,False
2005-02-09,95.18497759825138,0.014241727036100606,5.151345813776152,156,False
2005-02-10,96.15811503808588,0.01017173723725602,5.204011345705767,155,False
2005-02-11,97.96968780523959,0.01866425446973965,5.302052423467175,154,False
2005-02-12,97.96431974352951,-5.479458904113681e-05,5.301761907642977,153,False
2005-02-14,99.81670546720065,0.01873223063416479,5.402011754666184,151,False
2005-02-15,99.71808526613295,-0.0009885013910175188,5.396674496910363,150,False
2005-02-16,99.66604846404995,-0.0005219753677582431,5.393858300811605,149,False
2005-02-17,102.82737248378346,0.031226504873691444,5.564946992178208,148,False
2005-02-18,102.91487389115183,0.0008505925660457101,5.569682508432138,147,False
2005-02-19,102.90923486739794,-5.4794589315154866e-05,5.569377328327659,146,False
2005-02-21,102.89795774681187,-0.00010958917862994856,5.568767018283066,144,False
2005-02-22,107.45496552393567,0.043334038761944915,5.815389158964888,143,False
2005-02-23,107.6166759324543,0.001503782069057345,5.824140815549633,142,False
2005-02-24,106.32593004843538,-0.012066428180324783,5.754286532089552,141,False
2005-02-25,112.03643896306959,0.052314977941528756,6.063335364522883,140,False
2005-02-26,112.03030014050486,-5.4794590136986984e-05,6.063003135648977,139,False
2005-02-28,115.55523879673252,0.03097930193795838,6.2537704021730764,137,False
2005-03-01,114.16202237255995,-0.012129985354980836,6.178370483242198,136,False
2005-03-02,116.76185067551937,0.022517707854782243,6.319071410877157,135,False
2005-03-03,116.75545294610141,-5.479447835627259e-05,6.318725170141629,134,False
2005-03-04,117.21437661638683,0.003922935360434569,6.343561804949127,133,False
2005-03-05,117.20795407875218,-5.479458904113681e-05,6.343214221609898,132,False
2005-03-07,114.63626486547953,-0.022185540841665484,6.204036162241749,130,False
2005-03-08,116.39781612142903,0.015249571713446052,6.299370110066875,129,False
2005-03-09,117.13574808728346,0.006319729023737346,6.3393064827915735,128,False
2005-03-10,118.94348549150787,0.015314966167442256,6.437139993337349,127,False
2005-03-11,123.26279458239837,0.03567014906497159,6.6708980438742325,126,False
2005-03-12,123.25604063323301,-5.4794589315154866e-05,6.6705325247698815,125,False
2005-03-14,122.03336184781183,-0.009969357825329404,6.604361986079877,123,False
2005-03-15,126.67708210292489,0.03734672268076583,6.855676946697818,122,False
2005-03-16,125.27509545090128,-0.011129105023750975,6.77980238904068,121,False
2005-03-17,124.89623950851957,-0.0030287741164417487,6.75929896484438,120,False
2005-03-18,120.70471786516805,-0.03413609378796929,6.532456683471319,119,False
2005-03-19,120.69810408029738,-5.479459452060972e-05,6.532098749962626,118,False
2005-03-21,116.50088723785109,-0.03539353152522727,6.3049482483141,116,False
2005-03-22,116.63396250117097,0.0011416163471209787,6.312150190447379,115,False
2005-03-23,115.88383277023111,-0.0064522574067000255,6.271553683028155,114,False
2005-03-24,116.90006823356286,0.008731204476857067,6.326551650479913,113,False
2005-03-25,116.89366293498877,-5.4794442465902693e-05,6.326205000106837,112,False
2005-03-28,116.3167976402787,-0.00494717492370912,6.294985445340959,109,False
2005-03-29,115.98514540545249,-0.002855356746565532,6.277036653476844,108,False
2005-03-30,119.13846880720257,0.026824294014803986,6.4476923568762645,107,False
2005-03-31,116.62292188145267,-0.021340579871443242,6.311552679667817,106,False
2005-04-01,114.1076501477451,-0.02180353783441325,6.175427895664275,105,False
2005-04-02,114.10139783621517,-5.479459808217829e-05,6.175089524845278,104,False
2005-04-04,114.27470675625688,0.0015177503234851477,6.184468884932067,102,False
2005-04-05,114.73295114745373,0.004002005932874504,6.209268757620398,101,False
2005-04-06,115.79496955103062,0.009213859333864005,6.266744466450313,100,False
2005-04-07,115.83507029309484,0.00034624820245113405,6.268914691153562,99,False
2005-04-08,113.6923475167961,-0.018671277230778854,6.152952001638025,98,False
2005-04-11,114.55593093598604,0.007567089187550979,6.199688544982784,95,False
2005-04-12,114.68895238170113,0.0011605184702004822,6.20688757454414,94,False
2005-04-13,115.75056350716902,0.009213859279617265,6.264341241761663,93,False
2005-04-14,114.58352903443969,-0.01013349301882752,6.201182135174479,92,False
2005-04-15,114.43797523048313,-0.0012710930706797592,6.19330486296609,91,False
2005-04-16,114.43170481945029,-5.479459780816023e-05,6.192965512614388,90,False
2005-04-18,113.16589220746805,-0.011123365799957314,6.124460600764942,88,False
2005-04-19,117.151378726085,0.03461211900016107,6.340152402261104,87,False
2005-04-20,117.09854721494916,-0.00045106961566260804,6.33729319705255,86,False
2005-04-21,118.39160770793777,0.010981974928424985,6.4072727455652405,85,False
2005-04-22,117.50338123003036,-0.0075307294966487906,6.359202536755972,84,False
2005-04-23,117.49694285616795,-5.479459561645989e-05,6.35885409637094,83,False
2005-04-25,117.90166458283318,0.0034386110423986756,6.380757359102175,81,False
2005-04-26,118.42413209258478,0.0044215939885482915,6.409032942992656,80,False
2005-04-27,116.88662057359574,-0.013068109997359068,6.325823872330203,79,False
2005-04-28,115.48845354366097,-0.012033854388311912,6.250156030005191,78,False
2005-04-29,115.94602101188462,0.003954191053847199,6.274919268085707,77,False
2005-04-30,115.93966796987712,-5.479460191776491e-05,6.274575445802235,76,False
2005-05-02,116.37222933409913,0.0037239751311772787,6.297985370656042,74,False
2005-05-03,116.04119730385386,-0.0028486500017574,6.280070143839188,73,False
2005-05-04,115.84933171944098,-0.0016547948637994606,6.269686509782513,72,False
2005-05-05,116.63134695669315,0.00672759724585087,6.312008638971124,71,False
2005-05-06,118.71168520270538,0.017679660318124797,6.424595120422693,70,False
2005-05-07,118.7051806213488,-5.479460219167194e-05,6.424243096933409,69,False
2005-05-09,118.2748953609625,-0.003631408517824366,6.400956353260726,67,False
2005-05-10,117.57299087074233,-0.005952197187160669,6.362969762849081,66,False
2005-05-11,117.38111248528783,-0.001633326895515549,6.352585436008799,65,False
2005-05-12,115.61313347182701,-0.015176451591482202,6.2569036223482914,64,False
2005-05-13,113.61357800291552,-0.017446537314882764,6.148689049480864,63,False
2005-05-14,113.60735276256823,-5.479460301372611e-05,6.148352143735735,62,False
2005-05-16,115.58779635509732,0.01728215358803354,6.2555323949393875,60,False
2005-05-17,115.071681014491,-0.0044751354493493874,6.227600586093673,59,False
2005-05-18,117.38243943182789,0.019882069906933204,6.3526572494469775,58,False
2005-05-19,116.63458797852965,-0.006391449437866004,6.312184040853765,57,False
2005-05-20,117.1378953263403,0.004305965512801973,6.339422689899103,56,False
2005-05-21,117.13147697771507,-5.479460301372611e-05,6.339075333266195,55,False
2005-05-23,118.60115578277372,0.01246919300083282,6.418613343896283,53,False
2005-05-24,119.61383008996836,0.0085022393014727,6.473418584016249,52,False
2005-05-25,123.49845005069496,0.03196013475754581,6.683651556463446,51,False
2005-05-26,125.25187972210325,0.014098141821186802,6.778545969694112,50,False
2005-05-27,123.71650881200931,-0.012334018655907459,6.695452747319372,49,False
2005-05-28,123.70973000074557,-5.479460301350405e-05,6.695085882695279,48,False
2005-05-30,123.69617349249397,-0.00010958920602748195,6.694352213750942,46,False
2005-05-31,126.00480943191923,0.018491731168901775,6.819294010052946,45,False
2005-06-01,126.92401992880207,0.007268562829950545,6.869041052754183,44,False
2005-06-02,123.81475110765778,-0.02480213326774695,6.70076955309266,43,False
2005-06-03,125.05808475292471,0.009991801516480716,6.768057918654986,42,False
2005-06-04,125.05123243262236,-5.479460246569e-05,6.767687075772055,41,False
2005-06-06,125.50045942293264,0.0035859065118030646,6.791998932898685,39,False
2005-06-07,124.9380966929266,-0.0044910311250445315,6.761564247004579,38,False
2005-06-08,123.58889960323964,-0.010857656225353143,6.688546624315706,37,False
2005-06-09,124.6466929361035,0.00852254686497486,6.745793675211569,36,False
2005-06-10,123.34394181724775,-0.010506550814667863,6.6752896766621905,35,False
2005-06-11,123.33718342008527,-5.479460301372611e-05,6.67492391683528,34,False
2005-06-13,125.96135969533724,0.021053257431740455,6.81694254005948,32,False
2005-06-14,127.66655006853578,0.01344659637655968,6.909226275500829,31,False
2005-06-15,130.0193363763473,0.01826139354036834,7.036557459509821,30,False
2005-06-16,129.6883383700624,-0.002549005806838684,7.0186440740464064,29,False
2005-06-17,133.98389185325527,0.03258540773040764,7.251116487360329,28,False
2005-06-18,133.97655046030053,-5.4794602465912056e-05,7.250719176200323,27,False
2005-06-20,136.73732196756927,0.020396939371252493,7.400130239853529,25,False
2005-06-21,136.03600444886496,-0.0051421381499877775,7.362175415938419,24,False
2005-06-22,136.352317988336,0.002322520134684135,7.37929408811243,23,False
2005-06-23,134.26359917009933,-0.015437083813090342,7.266254055830312,22,False
