Date,NAV_VIX_Futures_1M,Log_Return_VIX_Futures_1M,Contract_Price,VIX_Spot,Days_to_Expiry,Roll_Date
2005-01-03,100.0,,,14.07999992,,False
2005-01-04,100.0,,,13.97999954,,False
2005-01-05,100.0,,,14.09000015,,False
2005-01-06,100.0,,,13.57999992,,False
2005-01-07,100.0,,,13.48999977,,False
2005-01-10,100.0,,,13.22999954,,False
2005-01-11,100.0,,,13.18999958,,False
2005-01-12,100.0,,,12.56000042,,False
2005-01-13,100.0,,,12.84000015,,False
2005-01-14,100.0,,,12.43000031,,False
2005-01-18,100.0,,,12.47000027,,False
2005-01-19,100.0,,,13.18000031,,False
2005-01-20,100.0,,,13.82999992,,False
2005-01-21,100.0,,,14.35999966,,False
2005-01-24,100.0,,,14.64999962,,False
2005-01-25,100.0,,,14.06000042,,False
2005-01-26,100.0,,,13.43999958,,False
2005-01-27,100.0,,,13.23999977,,False
2005-01-28,100.0,,,13.23999977,,False
2005-01-31,100.0,,,12.81999969,,False
2005-02-01,100.0,,,12.02999973,,False
2005-02-02,100.0,,,11.65999985,,False
2005-02-03,100.0,,,11.78999996,,False
2005-02-04,100.0,,,11.21000004,,False
2005-02-07,100.0,,,11.72999954,,False
2005-02-08,100.0,,,11.60000038,,False
2005-02-09,100.0,,,12.0,,False
2005-02-10,100.0,,,11.51000023,,False
2005-02-11,100.0,,,11.43000031,,False
2005-02-14,100.0,,,11.52000046,,False
2005-02-15,100.0,,11.158719274965723,11.27000046,21.0,True
2005-02-16,90.47985124532968,-0.10004299824292077,10.096392600872917,11.10000038,20.0,False
2005-02-17,96.16669774622002,0.06095593271908546,10.73097183750548,11.77000046,19.0,False
2005-02-18,98.2590504445921,0.021524242527049736,10.96445160135899,11.18000031,18.0,False
2005-02-22,100.36028917089716,0.02115923983892604,11.198922932124235,13.14000034,17.0,False
2005-02-23,101.65857517504553,0.012853293499566798,11.343795022713321,12.39000034,16.0,False
2005-02-24,98.84491149923018,-0.028067825031277693,11.029826191787405,11.56999969,15.0,False
2005-02-25,69.96654481447692,-0.34553487471644917,7.807370322240564,11.48999977,14.0,False
2005-02-28,107.5199483273183,0.4296591996059547,11.997849198433649,12.07999992,13.0,False
2005-03-01,122.0600226021868,0.1268365161010629,13.620335269137732,12.03999996,12.0,False
2005-03-02,117.39542562310848,-0.03896496968224769,13.09982598693385,12.5,11.0,False
2005-03-03,116.24101868866072,-0.009882159716140817,12.971008957828085,12.93000031,10.0,False
2005-03-04,118.31820679988613,0.017711879885554938,13.202796547972692,11.93999958,9.0,False
2005-03-07,112.89214409095685,-0.04694477693839233,12.597317442599675,12.26000023,8.0,False
2005-03-08,121.29704174660667,0.07180954190549017,13.535196377341812,12.39999962,7.0,False
2005-03-09,83.111148490152,-0.37806357735737883,9.27413974621597,12.69999981,6.0,False
2005-03-10,71.94223265850043,-0.1443153775917267,8.02783178250477,12.48999977,5.0,False
2005-03-11,72.03782178558517,0.0013278108762786493,8.038498304853546,12.80000019,4.0,False
2005-03-14,93.18165168859149,0.25735954834543573,10.397878927706277,12.39000034,3.0,False
2005-03-15,89.79301012568621,-0.037043697981390886,10.019749928466865,13.14999962,2.0,False
2005-03-16,85.9973125670815,-0.04319108748931366,9.596198693375438,13.48999977,1.0,False
2005-03-17,107.13812864169184,0.21980287727836656,11.955243011578032,13.28999996,21.0,True
2005-03-18,86.75317756707715,-0.2110518766521837,9.68054354682267,13.14000034,20.0,False
2005-03-21,71.60100937045486,-0.19195787595148645,7.9897556336909545,13.60999966,19.0,False
2005-03-22,61.333288843457446,-0.1547864276577531,6.8440095241452825,14.27000046,18.0,False
2005-03-23,48.072060590796355,-0.24362159611373815,5.36422629101839,14.06000042,17.0,False
2005-03-24,61.16865915188108,0.24093380553766205,6.8256389590190345,13.42000008,16.0,False
2005-03-25,93.52076060010356,0.424548497165397,10.4357191391783,13.42000008,15.0,False
2005-03-28,85.34960836016015,-0.09142758955475642,9.523923199192941,13.75,14.0,False
2005-03-29,103.4772991427036,0.19259639609733245,11.546741324650801,14.48999977,13.0,False
2005-03-30,97.980706658954,-0.05458166823213142,10.93339199970032,13.64000034,12.0,False
2005-03-31,110.25321788306167,0.11800911258700363,12.302847075187152,14.02000046,11.0,False
2005-04-01,112.90903931780507,0.023802831718326277,12.599202733534536,14.09000015,10.0,False
2005-04-04,113.9729338616802,0.009378465172107543,12.717919739067241,14.10999966,9.0,False
2005-04-05,101.94601865442533,-0.11151755362434788,11.375870033651509,13.68000031,8.0,False
2005-04-06,87.71503435839703,-0.15035013022906524,9.787874445993255,13.14999962,7.0,False
2005-04-07,87.20156905964737,-0.005870989529648207,9.730578294731416,12.32999992,6.0,False
2005-04-08,109.98731683252063,0.23214273306580208,12.273175923408097,12.61999989,5.0,False
2005-04-11,97.44859051398731,-0.1210400954572459,10.87401465286672,11.97999954,4.0,False
2005-04-12,106.85769666924926,0.09217304947445062,11.92395039501592,11.30000019,3.0,False
2005-04-13,121.26304639320252,0.12646411150906878,13.531402931288913,13.31000042,2.0,False
2005-04-14,131.03979698718683,0.07753894771206099,14.622363084285167,14.52999973,1.0,False
2005-04-15,159.77059273912425,0.19823792012470226,17.82835192770764,17.73999977,21.0,True
2005-04-18,165.14726233607777,0.03309858388150864,18.428319394374114,16.55999947,20.0,False
2005-04-19,177.46334386864382,0.07192649930585719,19.802636358269055,14.96000004,19.0,False
2005-04-20,161.17979269566874,-0.09624360744360125,17.985600594881376,16.92000008,18.0,False
2005-04-21,158.7783018639264,-0.015011565388235226,17.71762497455321,14.40999985,17.0,False
2005-04-22,154.64543440452064,-0.026373924762970406,17.256449896751715,15.38000011,16.0,False
2005-04-25,146.1969529621773,-0.056180271051225805,16.313707569603046,14.61999989,15.0,False
2005-04-26,146.2454474801906,0.0003316517603770321,16.319118936731897,14.90999985,14.0,False
2005-04-27,148.03497898950278,0.012162233075923436,16.5188077341931,14.86999989,13.0,False
2005-04-28,127.90188623580947,-0.14618513414783268,14.272212432439998,16.86000061,12.0,False
2005-04-29,132.9390061971018,0.03862696679582914,14.834290508463873,15.31000042,11.0,False
2005-05-02,136.89310942083898,0.029309975079220445,15.275517787043073,15.11999989,10.0,False
2005-05-03,126.395546898792,-0.0797841472289503,14.10412425449384,14.52999973,9.0,False
2005-05-04,106.11635840943602,-0.1748800379602523,11.841226539725444,13.85000038,8.0,False
2005-05-05,96.76189816331328,-0.09228291011998735,10.79738858117234,13.97999954,7.0,False
2005-05-06,105.11347235594754,0.08278715295684087,11.729317300368882,14.05000019,6.0,False
2005-05-09,116.24186345942263,0.1006325945333438,12.971103223425928,13.75,5.0,False
2005-05-10,119.27593449819068,0.02576653592074657,13.30966669324509,14.90999985,4.0,False
2005-05-11,94.4706233131368,-0.2331506644316844,10.541711652823254,14.44999981,3.0,False
2005-05-12,86.25288226013866,-0.0910054488981185,9.62471699797558,16.12000084,2.0,False
2005-05-13,91.2598135662955,0.05642705974998665,10.183426406719997,16.31999969,1.0,False
2005-05-16,166.7414408614947,0.6027338216999405,18.606209300767176,15.68000031,21.0,True
2005-05-17,188.8316374331159,0.1244114565110039,21.07119232348249,14.56999969,20.0,False
2005-05-18,183.93838252549423,-0.026254986876769453,20.525167744932503,13.63000011,19.0,False
2005-05-19,185.4186786361231,0.008015571878561292,20.690349832355817,13.31999969,18.0,False
2005-05-20,192.3297851173496,0.03659513358177796,21.46154080338984,13.14000034,17.0,False
2005-05-23,177.10177027512646,-0.08248698876066077,19.762289375996048,12.94999981,16.0,False
2005-05-24,205.52499274098506,0.14884310507300869,22.9339569798602,12.68999958,15.0,False
2005-05-25,196.9584625515673,-0.042574789204859964,21.97804192441788,12.57999992,14.0,False
2005-05-26,184.16499495886276,-0.06716078897780546,20.550454790214268,12.23999977,13.0,False
2005-05-27,167.82989460858866,-0.09288113318153392,18.727666798843238,12.14999962,12.0,False
2005-05-31,163.49168291031285,-0.02618881436126051,18.243577933878917,13.28999996,11.0,False
2005-06-01,151.8796311656307,-0.0736738130918147,16.947821677626077,12.35999966,10.0,False
2005-06-02,125.07221871223223,-0.19419698673448743,13.95645777706914,11.84000015,9.0,False
2005-06-03,133.68060044470985,0.06656205576700881,14.917042928713748,12.14999962,8.0,False
2005-06-06,130.22017971143288,-0.026226668066151735,14.53090429335466,12.27999973,7.0,False
2005-06-07,130.93876462969638,0.005503060471658765,14.611089167135924,12.39000034,6.0,False
2005-06-08,118.99496756762989,-0.0956485654699119,13.278314382208322,12.69999981,5.0,False
2005-06-09,111.1935952833417,-0.06780841908474101,12.40778114940962,12.07999992,4.0,False
2005-06-10,141.8137544097538,0.2432418242673891,15.824598747873743,11.96000004,3.0,False
