Date,NAV_vix_futures,Log_Return_vix_futures,Contract_Price,Days_to_Expiry,Roll_Date
2005-01-03,1000.0,,14.080151406183916,17,False
2005-01-04,992.8968107166066,-0.0071285370369742855,13.980137425606953,16,False
2005-01-05,1000.7087302102451,0.00783701621656562,14.090130434850304,15,False
2005-01-06,964.4865829923532,-0.03686783675525889,13.580117117765301,14,False
2005-01-07,958.0939157253296,-0.0066501151243304555,13.490107394756253,13,False
2005-01-08,958.0933277445863,-6.136986301555242e-07,13.490099115898364,12,False
2005-01-10,939.6263630872934,-0.01946288241533741,13.230081457511032,10,False
2005-01-11,936.7848435614305,-0.003028676963633112,13.190072432363255,9,False
2005-01-12,892.0402911551452,-0.048942332188197414,12.560062359880826,8,False
2005-01-13,911.9260276527257,0.022047575738488083,12.840056540590238,7,False
2005-01-14,882.8063522042603,-0.032453006879036614,12.430047101376909,6,False
2005-01-15,882.8057983341473,-6.27397260226591e-07,12.430039302801859,5,False
2005-01-17,882.8046905949639,-1.254794520506195e-06,12.430023705666438,3,False
2005-01-18,885.6450256975776,0.0032122344432718485,12.470016053955536,2,False
2005-01-19,936.070063295909,0.05537410549751236,13.180008218002559,1,False
2005-01-20,982.2337502653522,0.048138987297293885,13.82999992,0,True
2005-01-21,1019.8747409987993,0.03760578087297486,14.359990768605702,-1,True
2005-01-22,1019.8741095149086,-6.191780822058415e-07,14.35998187721691,-2,True
2005-01-24,1040.469162126771,0.01999253122514747,14.649963336210257,-4,True
2005-01-25,998.5657049018249,-0.041107053543986326,14.059956314040466,-5,True
2005-01-26,954.5315043385365,-0.045099305560177626,13.439948103059095,-6,True
2005-01-27,940.3264710611755,-0.014993524132399542,13.239939083783971,-7,True
2005-01-28,940.3256698518387,-8.520547945645795e-07,13.2399278026352,-8,True
2005-01-29,940.3250309458472,-6.794520548535624e-07,13.239918806742105,-9,True
2005-01-31,910.4946908237562,-0.03223752500378663,12.819903101325101,-11,True
2005-02-01,854.4031911170456,-0.06358486497433885,12.030126292854694,16,True
2005-02-02,828.1238777854835,-0.03124044907388578,11.660109582295753,15,False
2005-02-03,837.3569447509302,0.011087682824749007,11.790112563112679,14,False
2005-02-04,796.1633317276448,-0.05044608146316682,11.210100254777071,13,False
2005-02-05,796.1627842292132,-6.876712328146024e-07,11.21009254591626,12,False
2005-02-07,833.0933059133134,0.04534198005765968,11.730079882737748,10,False
2005-02-08,823.8598421547548,-0.011145226825333194,11.60007131501373,9,False
2005-02-09,852.2682325940366,0.03390088330062292,12.000065753604805,8,False
2005-02-10,817.4667518667836,-0.041691072825010236,11.510055635805692,7,False
2005-02-11,811.7844015285608,-0.006975441897675018,11.430047282700533,6,False
2005-02-12,811.7838455120378,-6.849315068200829e-07,11.430039453903706,5,False
2005-02-14,818.1747407122162,0.007841828626135633,11.520024225943272,3,False
2005-02-15,800.418671540576,-0.02194100304261824,11.270016083627905,2,False
2005-02-16,788.3443580759773,-0.015199933164803477,11.100007921920628,1,False
2005-02-17,835.9285436966742,0.05860813835002055,11.77000046,0,True
2005-02-18,794.0250285183625,-0.05142815257079189,11.179992621838046,-1,True
2005-02-19,794.02448249038,-6.876712328146024e-07,11.17998493368138,-2,True
2005-02-21,794.0233904355414,-1.3753424657876405e-06,11.179969557383908,-4,True
2005-02-22,933.2253397722163,0.16153377361360213,13.139954080080233,-5,True
2005-02-23,879.9584929067049,-0.05877195420528296,12.389948811283821,-6,True
2005-02-24,821.7200777403308,-0.06847494017723169,11.569943108085075,-7,True
2005-02-25,816.0378019007984,-0.006939119281224566,11.48993580393276,-8,True
2005-02-26,816.0372340281147,-6.958904109542197e-07,11.489927808199393,-9,True
2005-02-28,857.9387983878732,0.050072782534045145,12.079908178540755,-11,True
2005-03-01,855.1133970753208,-0.0032986780928597205,12.040126100276787,16,True
2005-03-02,887.7835924704258,0.037493922818332616,12.500127397909477,15,False
2005-03-03,918.3228517819738,0.033821008067200425,12.930124792848783,14,False
2005-03-04,848.0097657397388,-0.0796568672581124,11.940105895538077,13,False
2005-03-05,848.009184911331,-6.849315069311054e-07,11.940097717386154,12,False
2005-03-07,870.7352772783437,0.026446534013931263,12.260084538784614,10,False
2005-03-08,880.6777281804004,0.011353755711267179,12.400075752834123,9,False
2005-03-09,901.9838660011083,0.023904876264113632,12.70006939923071,8,False
2005-03-10,887.0685955329521,-0.016674319356503674,12.490060132774888,7,False
2005-03-11,909.0848978824702,0.024516173197252075,12.800053003260425,6,False
2005-03-12,909.0842727311524,-6.876712330366471e-07,12.80004420103522,5,False
2005-03-14,879.9640258138014,-0.03255677227582647,12.390026715453457,3,False
