date,forward_price,days_to_expiry,roll_date,daily_returns,log_returns,NAV
2005-01-03,42.91249540271362,91.0,False,,,1000.0
2005-01-04,42.99416051844327,90.0,False,0.001903061450126975,0.0019012529228143909,1001.903061450127
2005-01-05,43.09654205960281,89.0,False,0.0023812894571024756,0.0023784586804050435,1004.2888826473969
2005-01-06,43.33637834564215,88.0,False,0.00556509349886225,0.005549665578118016,1009.8778441791976
2005-01-07,43.34687709910339,87.0,False,0.00024226190240206336,0.00024223256172604195,1010.1224991069222
2005-01-08,43.351447816520924,86.0,False,0.00010544513753751872,0.00010543957858977614,1010.2290116127703
2005-01-10,43.32207692990294,84.0,False,-0.0006775064754998006,-0.0006777360867265587,1009.5445749156648
2005-01-11,43.05992063622081,83.0,False,-0.006051332536672116,-0.006069716050095427,1003.4354849822569
2005-01-12,43.07121057220973,82.0,False,0.000262191286516833,0.0002621569203883387,1003.698577023001
2005-01-13,43.12017934948735,81.0,False,0.0011369259565046086,0.0011362801456357332,1004.8397079877252
2005-01-14,43.066178257235414,80.0,False,-0.0012523392311117876,-0.0012531240632057878,1003.5813078004333
2005-01-15,43.07348966954882,79.0,False,0.00016977156110153935,0.00016975715154092592,1003.7516873657509
2005-01-17,43.07275052948879,77.0,False,-1.7159976256841958e-05,-1.7160123490918885e-05,1003.7344630106279
2005-01-18,43.25480863743741,76.0,False,0.004226758349782367,0.004217850698214525,1007.9770060331224
2005-01-19,43.10275859654387,75.0,False,-0.0035152170517738224,-0.0035214099444015297,1004.4337480737188
2005-01-20,43.26678165305441,74.0,False,0.0038053957995090038,0.003798173597340228,1008.2560160395236
2005-01-21,43.09500928519944,73.0,False,-0.003970074992689976,-0.003977976660824167,1004.2531640440159
2005-01-22,43.10135642453532,72.0,False,0.00014728246822914848,0.00014727162323126361,1004.4010729287432
2005-01-24,43.189914135808905,70.0,False,0.0020546386151127916,0.0020525307319916525,1006.4647541582434
2005-01-25,43.27475429431735,69.0,False,0.0019643511733240526,0.001962424358439415,1008.4418043789834
2005-01-26,43.28031321478403,68.0,False,0.00012845643048309263,0.00012844818066231386,1008.5713452135238
2005-01-27,43.30570192335901,67.0,False,0.000586611017554084,0.0005864390285682617,1009.1629842766155
2005-01-28,43.23416922778702,66.0,False,-0.0016518077850021795,-0.0016531735236471638,1007.4960410028514
2005-01-29,43.24193866290876,65.0,False,0.0001797058960657516,0.0001796897508954371,1007.6770939816824
2005-01-31,43.30811853010177,63.0,False,0.0015304556002662117,0.0015292856466499424,1009.2192990334268
2005-02-01,43.25485741246662,62.0,False,-0.0012298183214339842,-0.0012305751685724724,1007.9781426491306
2005-02-02,42.902525456404916,61.0,False,-0.008145488787581923,-0.00817884453745538,999.7676679900545
2005-02-03,42.967573504394075,60.0,False,0.0015161822596028163,0.001515034015765414,1001.2834979919855
2005-02-04,42.9628409031753,59.0,False,-0.00011014355321448122,-0.0001101496194610813,1001.1732130697417
2005-02-05,42.96834852282129,58.0,False,0.00012819495941629455,0.00012818674314466692,1001.3015584291599
2005-02-07,43.049226925965904,56.0,False,0.0018822786056500451,0.0018805093390958907,1003.1862869303951
2005-02-08,43.31230213827634,55.0,False,0.006111032208844458,0.006092435576139351,1009.3167906412979
2005-02-09,43.338350908238944,54.0,False,0.0006014173497277397,0.0006012365707922236,1009.923811270561
2005-02-10,43.34331747988979,53.0,False,0.00011459992239593042,0.00011459335632646643,1010.0395484609585
2005-02-11,43.38863063142266,52.0,False,0.0010454472377174895,0.0010449011383329852,1011.0954915168824
2005-02-12,43.393637051123065,51.0,False,0.00011538551983658607,0.00011537886343952172,1011.2121572957755
2005-02-14,43.42581841926234,49.0,False,0.0007416149077654755,0.0007413400473151087,1011.9620873065397
2005-02-15,43.47115179741443,48.0,False,0.0010439268573918525,0.0010433823446714143,1013.0185017081413
2005-02-16,43.37733555792292,47.0,False,-0.0021581263806561557,-0.0021604584913240982,1010.8322797555122
2005-02-17,43.36302502219346,46.0,False,-0.0003299081316404662,-0.00032996256330008805,1010.4987979666962
2005-02-18,43.39893553210959,45.0,False,0.0008281366417068892,0.0008277939257555931,1011.3356290476931
2005-02-19,43.40449905688884,44.0,False,0.00012819495941629455,0.00012818674314466692,1011.4652771776151
2005-02-21,43.48477460119437,42.0,False,0.0018494751938114007,0.001847767020390432,1013.3359571171567
2005-02-22,43.35109646143647,41.0,False,-0.003074136660104143,-0.003078871524443309,1010.2208239023811
2005-02-23,43.436253238588,40.0,False,0.001964351172231149,0.001962424357348654,1012.205252362026
2005-02-24,43.38213134865245,39.0,False,-0.0012460073302885677,-0.0012467842428483518,1010.9440371978263
2005-02-25,43.37675984201171,38.0,False,-0.0001238184126448605,-0.00012382607877732752,1010.8188637118677
2005-02-26,43.38233186571164,37.0,False,0.0001284564296695212,0.00012844817984884692,1010.9487098941428
2005-02-28,43.36579933528913,35.0,False,-0.00038108902199363026,-0.00038116165486861927,1010.5634484390035
2005-03-01,43.4502149045545,34.0,False,0.001946593180785161,0.001944701023388635,1012.5306043564856
2005-03-02,43.456159951464166,33.0,False,0.00013682433844630637,0.00013681497885024803,1012.6691431865833
2005-03-03,43.40233016368318,32.0,False,-0.001238714783844408,-0.0012394826251586884,1011.414734947775
2005-03-04,43.39457052082054,31.0,False,-0.00017878401535997845,-0.00017879999912717568,1011.2339101602668
2005-03-05,43.39978171585053,30.0,False,0.00012008864167678546,0.00012008143161308096,1011.3553478669554
2005-03-07,43.42852504551182,28.0,False,0.0006622920329295567,0.0006620728143469228,1012.0251604563084
2005-03-08,43.40919255319925,27.0,False,-0.0004451565484278053,-0.00044525566001864985,1011.5746508289576
2005-03-09,43.434997761989926,26.0,False,0.0005944641508606185,0.0005942875270415086,1012.1759956947948
2005-03-10,43.361103479483866,25.0,False,-0.0017012613402440646,-0.0017027101287296975,1010.4540198037962
2005-03-11,43.27565861573256,24.0,False,-0.0019705417273739867,-0.001972485799059724,1008.4628779941801
2005-03-12,43.28172691830807,23.0,False,0.00014022438409067028,0.00014021455357069847,1008.6042890801251
2005-03-14,43.34292753274303,21.0,False,0.0014140058355454066,0.001413007070689294,1010.0304614306406
2005-03-15,43.368897904109765,20.0,False,0.0005991836003027551,0.0005990041614836064,1010.635655118936
2005-03-16,43.444276004156734,19.0,False,0.0017380681476766302,0.0017365594551209988,1012.3922087600046
2005-03-17,43.44942502557961,18.0,False,0.00011852013421465024,0.00011851311125844544,1012.5121976204647
2005-03-18,43.45539266869664,17.0,False,0.0001373468834977576,0.0001373374522781102,1012.6512630153113
2005-03-19,43.45695634673316,16.0,False,3.5983521042837197e-05,3.598287365147411e-05,1012.6877017733431
2005-03-21,43.47127751872084,14.0,False,0.0003295484357765943,0.000329494146617777,1013.0214314213927
2005-03-22,43.577174429045606,13.0,False,0.0024360202038957723,0.002433057916498179,1015.4891720953146
