Date,NAV_Crude_Futures_1M,Log_Return_Crude_Futures_1M,Contract_Price,Days_to_Expiry,Roll_Date
2005-01-03,100.0,,42.34040537516219,50,False
2005-01-04,104.2304875917272,0.04143448778853255,44.13161097084542,49,False
2005-01-05,102.98556560426967,-0.012015835131854648,43.604505954751374,48,False
2005-01-06,108.12492610352896,0.04869844317147023,45.78053202382872,47,False
2005-01-07,107.80396698593322,-0.0029728245199749236,45.644636632350135,46,False
2005-01-10,107.53614680616039,-0.0024874168880622497,45.531240482557834,43,False
2005-01-11,108.35279024771455,0.0075654394134614614,45.877010626181544,42,False
2005-01-12,109.97943020161713,0.014900870317298209,46.56573657665825,41,False
2005-01-13,113.93359595570901,0.03532243692479613,48.23994638614659,40,False
2005-01-14,114.72804049398631,0.006948675319529528,48.57631742413404,39,False
2005-01-17,114.69230748939073,-0.0003115068493150823,48.56118792513554,36,False
2005-01-18,114.68259833242408,-8.465753424644918e-05,48.55707702871735,35,False
2005-01-19,112.69075427745113,-0.017520918673796283,47.71372218140073,34,False
2005-01-20,111.16878435156502,-0.013597753180537683,47.069313945092496,33,False
2005-01-21,114.99710138271958,0.033857296532541326,48.6902388951297,32,False
2005-01-24,115.62485956641108,0.005444058593148963,48.956034254880436,29,False
2005-01-25,117.5816153695613,0.016781710080854627,49.78453259413626,28,False
2005-01-26,115.53596473811355,-0.017550826845748088,48.91839582422171,27,False
2005-01-27,115.67088464225563,0.0011670927554114753,48.97552145856724,26,False
2005-01-28,111.73438073223952,-0.03462450327049657,47.30878974545731,25,False
2005-01-31,114.11404485188365,0.021073887780929005,48.31634918028192,22,False
2005-02-01,111.53848611512106,-0.022828643476509265,47.225847170461236,21,False
2005-02-02,110.50215665563066,-0.009334660282648953,46.78706107629077,20,False
2005-02-03,109.93417899976863,-0.005153224046244187,46.54657703435844,19,False
2005-02-04,109.99423803684549,0.0005461689706048351,46.5720062741212,18,False
2005-02-07,107.1187024877987,-0.026490394325598826,45.3544928659479,15,False
2005-02-08,107.38999916921131,0.002529471522305354,45.46936098062736,14,False
2005-02-09,107.52095961920351,0.0012187416308640012,45.524810166035195,13,False
2005-02-10,111.38800768394819,0.03533386898160683,47.162133992700454,12,False
2005-02-11,111.51731808465563,0.0011602272378844706,47.21688454055223,11,False
2005-02-14,112.14279066875322,0.005593077979911955,47.48171216816965,8,False
2005-02-15,111.7054458307448,-0.003907516997417155,47.29653859086953,7,False
2005-02-16,114.22099407286834,0.022269657373957013,48.3616319139924,6,False
2005-02-17,112.34199803287292,-0.016587343807363094,47.56605737367509,5,False
2005-02-18,114.24371169074048,0.016786215820185277,48.37125064549104,4,False
2005-02-21,114.20606441975787,-0.00032958904109590655,48.355310638344314,1,False
2005-02-22,121.18436457229123,0.05930866082173937,51.3099512112225,28,True
2005-02-23,121.21463643245399,0.00024976885378779723,51.322768439530016,27,False
2005-02-24,121.72408275883167,0.004194037696705832,51.538470079287194,26,False
2005-02-25,121.94658439360265,0.0018262493324414503,51.63267817341559,25,False
2005-02-28,122.52018499593856,0.0046926758706932565,51.875542993678984,22,False
2005-03-01,122.33183284124235,-0.0015384981795294958,51.795793927847754,21,False
2005-03-02,125.56756982895128,0.026106724987113777,53.165818085317774,20,False
2005-03-03,126.786547919208,0.009660928714629102,53.68193835016688,19,False
2005-03-04,127.26895167308177,0.0037976295291092892,53.88619005510204,18,False
2005-03-07,127.48786860496679,0.0017186349360992289,53.97888037149702,15,False
2005-03-08,129.12868632658095,0.012788263668795865,54.67360924629595,14,False
2005-03-09,129.5407639019121,0.00318613522830846,54.8480845621513,13,False
2005-03-10,126.61855274660812,-0.022816565617397935,53.61080851307738,12,False
2005-03-11,128.70877799118279,0.016373272180945184,54.495818354884264,11,False
2005-03-14,129.89786386450865,0.009196161744367836,54.99928213390922,8,False
2005-03-15,130.12017084503387,0.0017099355045900686,55.093407810640876,7,False
2005-03-16,133.43704501190015,0.025171379085371606,56.4977857786761,6,False
2005-03-17,133.282393196713,-0.001159659255113108,56.43230557320582,5,False
2005-03-18,134.0235490579988,0.005545389334243941,56.746113969335994,4,False
2005-03-21,133.74111441586103,-0.0021095744540517076,56.62652999693498,1,False
2005-03-22,132.80736507889404,-0.007006253859406349,56.231176742475256,31,True
2005-03-23,127.5316293713066,-0.04053528810213757,53.997408857360554,30,False
2005-03-24,129.9597667221323,0.018860508468063548,55.02549205476588,29,False
2005-03-25,129.94961957486424,-7.80821917805933e-05,55.02119571147857,28,False
2005-03-28,128.03148781636474,-0.014870601377783791,54.20905094930016,25,False
2005-03-29,128.43685630424142,0.003161160702581331,54.3806856103303,24,False
2005-03-30,127.85528037483624,-0.004538390722140835,54.13444400425578,23,False
2005-03-31,131.19649832954005,0.025797184379661876,55.54912923074508,22,False
2005-04-01,135.59825590395394,0.03300032676595832,57.41285123138383,21,False
2005-04-04,134.93129089599293,-0.00493082080812424,57.13045554330266,18,False
2005-04-05,132.61624258921697,-0.017306129168776597,56.15025470558289,17,False
2005-04-06,132.15190954022137,-0.003507472641961676,55.953654210347295,16,False
2005-04-07,128.02147891982432,-0.03175403683626128,54.20481314193135,15,False
2005-04-08,126.1371708743845,-0.014828081376627042,53.40698947697534,14,False
2005-04-11,127.0165503704833,0.006947423319184578,53.77932232040963,11,False
2005-04-12,122.62684957232479,-0.035171394915386144,51.92070520771259,10,False
2005-04-13,118.73476441555822,-0.0322538659052011,50.272780574791106,9,False
2005-04-14,120.87295677791852,0.017847915010106147,51.17809988871521,8,False
2005-04-15,119.34663635315793,-0.01270788069613495,50.53184963354768,7,False
2005-04-18,119.01979668621561,-0.0027423313560111322,50.39346439363747,4,False
2005-04-19,123.54210201650162,0.03729216700549725,52.30822680278313,3,False
2005-04-20,123.88210009055986,0.0027483025926161265,52.45218336560714,2,False
2005-04-21,128.02501914217476,0.032895399286378434,54.206312086425704,1,False
2005-04-22,131.2773602221685,0.025086631715138648,55.58336648387799,30,True
2005-04-25,129.29650276955482,-0.01520410058332386,54.74466340853724,27,False
2005-04-26,128.40098154200277,-0.006950202364691253,54.36549609057107,26,False
2005-04-27,122.23831942288876,-0.049185458487690285,51.75619996743664,25,False
2005-04-28,122.62436766128536,0.0031531840383923096,51.91965435651744,24,False
2005-04-29,117.76043507358543,-0.040473411633043944,49.86024558171068,23,False
2005-05-02,120.55895402555801,0.023486528762339205,51.045149850476605,20,False
2005-05-03,117.18073118883017,-0.02842142434021674,49.61479660692974,19,False
2005-05-04,118.65999814991221,0.012544791264449507,50.24112423483271,18,False
2005-05-05,120.30213214403295,0.013744101142625219,50.93641042474677,17,False
2005-05-06,120.59443933186172,0.0024268284890874977,51.0601744730142,16,False
2005-05-09,123.08165242486777,0.020414801109422103,52.113270579137065,13,False
2005-05-10,123.16112674577943,0.0006454956684523793,52.14692032878021,12,False
2005-05-11,119.3146663894654,-0.03172921305587573,50.51831342132195,11,False
2005-05-12,114.78400922681065,-0.0387120768587179,48.60001481249511,10,False
2005-05-13,115.07719765200525,0.0025510053494665905,48.72415198023556,9,False
2005-05-16,114.89368456136522,-0.0015959683924000427,48.64645179374208,6,False
2005-05-17,115.72900626597745,0.007244086473270098,49.000130389661614,5,False
2005-05-18,111.65057749797195,-0.03587715449590519,47.27330711635086,4,False
2005-05-19,110.85730543456786,-0.007130312992651893,46.93743250897765,3,False
2005-05-20,110.56003272535926,-0.002685181660075571,46.81156603882901,2,False
2005-05-23,116.53777588917222,0.052656820989685604,49.342566726673454,30,True
2005-05-24,117.73034948084616,0.010181358574726268,49.84750721978532,29,False
